DATAFLOW,LAST UPDATE,freq,na_item,ppp_cat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Albania,2013,29,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Albania,2014,30,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Albania,2015,30,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Albania,2016,29,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Albania,2017,30,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Albania,2018,30,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Albania,2019,30,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Albania,2020,30,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Albania,2021,31,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Albania,2022,34,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Albania,2023,36,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2013,131,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2014,129,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2015,128,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2016,128,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2017,125,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2018,126,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2019,124,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2020,123,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2021,121,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2022,123,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2023,120,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Austria,2024,115,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bosnia and Herzegovina,2013,30,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bosnia and Herzegovina,2014,30,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bosnia and Herzegovina,2015,31,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bosnia and Herzegovina,2016,31,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bosnia and Herzegovina,2017,31,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bosnia and Herzegovina,2018,32,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bosnia and Herzegovina,2019,32,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bosnia and Herzegovina,2020,33,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bosnia and Herzegovina,2021,33,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bosnia and Herzegovina,2022,34,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bosnia and Herzegovina,2023,36,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2013,121,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2014,121,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2015,119,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2016,118,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2017,117,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2018,116,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2019,117,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2020,118,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2021,117,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2022,119,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2023,118,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Belgium,2024,117,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2013,46,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2014,48,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2015,49,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2016,51,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2017,52,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2018,53,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2019,55,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2020,57,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2021,60,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2022,62,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2023,64,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Bulgaria,2024,66,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Switzerland,2013,170,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Switzerland,2014,169,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Switzerland,2015,169,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Switzerland,2016,164,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Switzerland,2017,158,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Switzerland,2018,157,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Switzerland,2019,152,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Switzerland,2020,153,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Switzerland,2021,156,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Switzerland,2022,159,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Switzerland,2023,154,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2013,84,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2014,81,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2015,83,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2016,88,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2017,89,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2018,91,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2019,93,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2020,91,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2021,94,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2022,98,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2023,97,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Cyprus,2024,95,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2013,85,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2014,88,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2015,89,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2016,89,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2017,92,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2018,93,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2019,95,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2020,96,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2021,92,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2022,89,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2023,90,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Czechia,2024,91,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2013,126,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2014,128,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2015,126,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2016,126,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2017,126,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2018,125,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2019,122,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2020,123,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2021,120,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2022,118,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2023,116,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Germany,2024,115,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2013,129,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2014,128,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2015,127,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2016,126,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2017,128,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2018,127,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2019,125,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2020,132,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2021,134,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2022,135,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2023,125,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Denmark,2024,128,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2013,108,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2014,108,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2015,108,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2016,107,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2017,107,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2018,106,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2019,106,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2020,105,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2021,105,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2022,105,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2023,105,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area - 19 countries  (2015-2022),2024,104,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2013,108,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2014,107,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2015,107,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2016,107,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2017,106,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2018,106,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2019,105,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2020,104,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2021,104,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2022,104,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2023,104,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Euro area – 20 countries (from 2023),2024,104,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2013,76,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2014,78,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2015,77,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2016,78,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2017,80,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2018,82,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2019,84,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2020,85,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2021,85,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2022,84,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2023,80,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Estonia,2024,79,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2013,71,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2014,71,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2015,69,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2016,67,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2017,67,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2018,66,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2019,66,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2020,62,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2021,64,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2022,67,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2023,69,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Greece,2024,70,p,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Spain,2013,90,,
ESTAT:TEC00114(1.0),27/03/25 11:00:00,Annual,Volume indices of real expenditure per capita (in PPS_EU27_2020=100),Gross domestic product,Spain,2014,90,,
