STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,iccs,type of crime,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2018,,93.55,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2019,,79.81,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2020,,68.13,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2021,,57.04,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2022,,63.61,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2023,,55.29,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2014,,450.84,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2015,,372.24,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2016,,312.80,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2017,,286.01,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2018,,276.12,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2019,,249.88,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2020,,213.86,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2021,,210.30,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2022,,237.88,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CH,Switzerland,2023,,280.91,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2014,,189.39,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2015,,160.80,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2016,,128.25,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CY,Cyprus,2017,,107.98,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2014,,122.07,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2015,,89.65,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2016,,76.05,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2017,,68.37,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2018,,56.82,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2019,,61.27,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2020,,51.54,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2021,,48.79,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2022,,56.03,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2023,,46.38,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2014,,188.35,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2015,,205.84,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2016,,184.08,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2017,,141.22,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2018,,117.77,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2019,,104.97,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2020,,90.21,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2021,,65.22,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2022,,79.18,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2023,,93.62,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2014,,900.02,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2015,,807.92,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2016,,777.59,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2017,,702.60,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2018,,688.80,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2019,,601.89,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2020,,466.08,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2021,,394.26,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2022,,390.44,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2023,,386.89,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2014,,157.47,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2015,,126.40,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2016,,100.92,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2017,,73.35,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2018,,57.23,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2019,,45.29,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2020,,43.79,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2021,,36.92,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2022,,39.65,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2023,,32.29,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2014,,209.40,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2015,,221.24,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2016,,217.18,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2017,,91.88,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2018,,79.39,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2019,,85.92,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2020,,59.94,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2021,,55.39,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2022,,60.96,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2023,,60.64,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2014,,261.82,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2015,,248.23,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2016,,243.97,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2017,,225.87,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2018,,229.68,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2019,,209.48,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2020,,152.92,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2021,,159.29,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2022,,182.39,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2023,,176.19,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2014,,116.76,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2015,,109.11,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2016,,96.57,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2017,,86.69,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2018,,89.35,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2019,,82.20,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2020,,85.50,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2021,,70.44,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2022,,64.72,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2023,,65.62,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FR,France,2014,,357.31,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FR,France,2015,,348.61,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FR,France,2016,,361.29,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FR,France,2020,,259.67,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FR,France,2021,,260.48,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FR,France,2022,,287.56,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,FR,France,2023,,295.36,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2014,,116.42,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2015,,116.18,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2016,,105.21,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2017,,109.14,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2018,,109.95,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2019,,94.60,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2020,,79.77,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2021,,63.60,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2022,,57.92,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2023,,59.99,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2014,,244.26,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2015,,205.88,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2014,,119.45,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2015,,122.15,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2016,,92.92,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2017,,113.20,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2018,,145.79,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2020,,106.55,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2021,,132.87,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2022,,98.34,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2023,,99.03,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2014,,420.99,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2015,,386.09,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2016,,352.84,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2017,,323.20,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2018,,316.40,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2019,,276.39,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2020,,183.60,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2021,,210.54,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2022,,226.67,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS05012,Burglary of private residential premises,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2023,,250.28,,,,,
