STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,iccs,type of crime,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,BG,Bulgaria,2015,,2520,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,BG,Bulgaria,2016,,2470,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,BG,Bulgaria,2017,,2811,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,BG,Bulgaria,2018,,2518,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,BG,Bulgaria,2019,,2768,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,BG,Bulgaria,2020,,2657,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,BG,Bulgaria,2021,,2758,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,BG,Bulgaria,2022,,3131,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,BG,Bulgaria,2023,,3856,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CH,Switzerland,2014,,609,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CH,Switzerland,2015,,616,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CH,Switzerland,2016,,573,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CH,Switzerland,2017,,586,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CH,Switzerland,2018,,585,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CH,Switzerland,2019,,637,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CH,Switzerland,2020,,670,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CH,Switzerland,2021,,652,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CH,Switzerland,2022,,763,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CH,Switzerland,2023,,880,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CY,Cyprus,2014,,134,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CY,Cyprus,2015,,143,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CY,Cyprus,2016,,145,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CY,Cyprus,2017,,144,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CY,Cyprus,2018,,132,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CY,Cyprus,2019,,176,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CY,Cyprus,2020,,136,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CY,Cyprus,2021,,179,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CY,Cyprus,2022,,177,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CY,Cyprus,2023,,156,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CZ,Czechia,2014,,5199,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CZ,Czechia,2015,,5229,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CZ,Czechia,2016,,5050,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CZ,Czechia,2017,,4767,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CZ,Czechia,2018,,4967,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CZ,Czechia,2019,,4684,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CZ,Czechia,2020,,3892,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CZ,Czechia,2021,,3701,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CZ,Czechia,2022,,4171,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,CZ,Czechia,2023,,4263,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DE,Germany,2014,,125752,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DE,Germany,2015,,127395,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DE,Germany,2016,,140033,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DE,Germany,2017,,137058,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DE,Germany,2018,,136727,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DE,Germany,2019,,133084,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DE,Germany,2020,,130453,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DE,Germany,2021,,122341,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DE,Germany,2022,,144663,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DE,Germany,2023,,154541,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DK,Denmark,2014,,1533,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DK,Denmark,2015,,1460,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DK,Denmark,2016,,1733,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DK,Denmark,2017,,1904,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DK,Denmark,2018,,1857,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DK,Denmark,2019,,1968,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DK,Denmark,2020,,1871,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DK,Denmark,2021,,1884,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DK,Denmark,2022,,2158,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,DK,Denmark,2023,,2072,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EE,Estonia,2014,,77,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EE,Estonia,2015,,98,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EE,Estonia,2016,,93,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EE,Estonia,2017,,76,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EE,Estonia,2018,,90,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EE,Estonia,2019,,78,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EE,Estonia,2020,,77,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EE,Estonia,2021,,74,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EE,Estonia,2022,,58,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EE,Estonia,2023,,37,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EL,Greece,2014,,1459,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EL,Greece,2015,,1624,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EL,Greece,2016,,1515,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EL,Greece,2017,,1510,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EL,Greece,2018,,1587,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EL,Greece,2019,,1605,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EL,Greece,2020,,1285,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EL,Greece,2021,,1186,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EL,Greece,2022,,1333,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,EL,Greece,2023,,1307,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,ES,Spain,2014,,16776,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,ES,Spain,2015,,29056,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,ES,Spain,2016,,17331,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,ES,Spain,2017,,18086,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,ES,Spain,2018,,18292,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,ES,Spain,2019,,20057,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,ES,Spain,2020,,15569,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,ES,Spain,2021,,19744,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,ES,Spain,2022,,25930,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,ES,Spain,2023,,26483,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FI,Finland,2014,,1645,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FI,Finland,2015,,1563,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FI,Finland,2016,,1592,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FI,Finland,2017,,1581,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FI,Finland,2018,,1609,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FI,Finland,2019,,1584,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FI,Finland,2020,,1754,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FI,Finland,2021,,1663,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FI,Finland,2022,,1726,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FI,Finland,2023,,1795,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FR,France,2014,,237916,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FR,France,2015,,242185,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FR,France,2016,,266911,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FR,France,2017,,278097,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FR,France,2018,,300383,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FR,France,2019,,322731,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FR,France,2020,,317150,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FR,France,2021,,353899,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FR,France,2022,,391833,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,FR,France,2023,,417453,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HR,Croatia,2014,,766,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HR,Croatia,2015,,804,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HR,Croatia,2016,,790,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HR,Croatia,2017,,798,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HR,Croatia,2018,,733,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HR,Croatia,2019,,736,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HR,Croatia,2020,,743,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HR,Croatia,2021,,727,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HR,Croatia,2022,,778,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HR,Croatia,2023,,920,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HU,Hungary,2014,,13475,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,HU,Hungary,2015,,12472,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IE,Ireland,2014,,3163,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IE,Ireland,2015,,3516,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IE,Ireland,2016,,3638,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IE,Ireland,2017,,4101,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IE,Ireland,2018,,4546,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IE,Ireland,2019,,5046,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IE,Ireland,2020,,4262,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IE,Ireland,2021,,4878,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IE,Ireland,2022,,6137,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IE,Ireland,2023,,5711,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IS,Iceland,2014,,101,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IS,Iceland,2015,,85,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IS,Iceland,2016,,74,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IS,Iceland,2017,,103,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IS,Iceland,2018,,122,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IS,Iceland,2019,,97,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IS,Iceland,2020,,132,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IS,Iceland,2021,,120,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IS,Iceland,2022,,146,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IS,Iceland,2023,,193,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IT,Italy,2014,,973,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IT,Italy,2015,,1047,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IT,Italy,2016,,995,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IT,Italy,2017,,1117,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IT,Italy,2018,,984,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IT,Italy,2019,,1005,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IT,Italy,2020,,840,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IT,Italy,2021,,868,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IT,Italy,2022,,863,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,IT,Italy,2023,,809,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,LI,Liechtenstein,2014,,120,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,LI,Liechtenstein,2015,,81,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,LI,Liechtenstein,2016,,71,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,LI,Liechtenstein,2017,,83,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,LI,Liechtenstein,2018,,79,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,LI,Liechtenstein,2019,,76,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,LI,Liechtenstein,2020,,86,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,LI,Liechtenstein,2021,,60,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,LI,Liechtenstein,2022,,102,,,,,
dataflow,ESTAT:CRIM_OFF_CAT(1.0),Police-recorded offences by offence category,A,Annual,ICCS020111,Serious assault,NR,Number,LI,Liechtenstein,2023,,93,,,,,
