SK0311,109,68,41,59,57,76,1,15,59,6,6,69,13,27,16,28,23,18,68,6,82,37,-17,-26,43,48,-12,-13,-60,-50,-83
SK0312,-151,-178,-219,-247,-218,-246,-253,-160,-172,-136,-145,-174,-116,-178,-152,-2,-99,-100,-115,-121,-122,-44,-29,-76,-80,-13,-54,-87,30,-9,-51
SK0313,7,-88,-85,-18,-9,-101,-58,-74,-114,-50,-111,-55,-79,-112,-113,-71,-84,-76,-99,-70,-106,-55,-86,-65,-24,15,20,-21,39,-12,-7
SK0314,-4,139,-22,26,67,-34,-58,-30,-28,-23,-38,-12,-69,-6,-15,-31,7,35,-17,16,16,-7,-12,-5,32,-5,9,-64,-102,-39,-210
SK0315,44,60,114,100,35,-8,66,-6,41,15,-34,63,38,-25,59,17,-50,8,135,-53,-20,-36,-36,-47,-4,-8,-19,-90,14,-26,-53
SK0316,85,-46,-161,-131,1,-128,-38,-65,-79,-59,-158,-126,-15,-122,0,-62,-126,56,-107,-19,-158,-181,-34,-113,39,-126,-160,-8,-21,42,48
SK0317,-190,-115,-166,-163,-131,-203,-205,-139,-103,-130,-135,-59,-97,-50,-132,-108,-45,-99,-31,-90,-66,-68,-80,-108,-91,-21,-77,-49,-81,-47,-110
SK0318,-73,-124,-151,-72,-38,-82,-77,-122,-121,-151,-64,-158,-148,-107,-33,79,98,51,87,-55,33,-26,11,-23,-22,48,115,88,76,53,131
SK0319,-59,10,41,43,37,33,-28,1,-17,-22,17,40,23,60,15,52,95,101,86,101,70,82,33,48,-5,134,91,-12,0,-1,-29
SK032A,-48,-164,-118,-41,-89,-205,-146,-96,-178,-149,-151,-63,-40,-56,-10,48,53,20,14,51,144,58,71,-53,5,25,94,14,14,18,36
SK032B,38,-173,-130,-129,109,-111,-9,35,29,7,45,34,9,43,35,12,-74,44,27,40,-34,108,122,213,150,-8,262,109,97,56,627
SK032C,-98,-74,-91,-43,10,-71,-32,-75,-49,-57,8,-26,-15,-25,-47,-4,-34,-77,-81,-63,10,-33,-33,-7,-41,15,21,-65,-15,3,7
