DATAFLOW,LAST UPDATE,freq,purchase,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Ireland,2024-Q3,3.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Ireland,2024-Q4,2.6,p,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2016-Q2,1.6,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2016-Q3,3.9,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2016-Q4,5.4,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2017-Q1,4.6,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2017-Q2,6.6,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2017-Q3,4.3,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2017-Q4,1.0,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2018-Q1,1.4,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2018-Q2,1.2,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2018-Q3,2.1,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2018-Q4,1.2,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2019-Q1,0.6,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2019-Q2,0.7,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2019-Q3,0.7,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2019-Q4,2.4,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2020-Q1,0.9,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2020-Q2,2.1,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2020-Q3,1.8,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2020-Q4,2.2,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2021-Q1,2.2,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2021-Q2,5.3,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2021-Q3,3.4,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2021-Q4,4.0,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2022-Q1,4.2,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2022-Q2,7.7,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2022-Q3,6.3,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2022-Q4,1.4,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2023-Q1,-0.3,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2023-Q2,2.5,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2023-Q3,-0.9,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2023-Q4,2.5,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2024-Q1,1.6,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2024-Q2,2.9,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2024-Q3,3.8,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Iceland,2024-Q4,0.7,d,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2010-Q2,1.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2010-Q3,0.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2010-Q4,-0.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2011-Q1,-0.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2011-Q2,2.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2011-Q3,-0.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2011-Q4,-1.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2012-Q1,-1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2012-Q2,-1.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2012-Q3,-2.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2012-Q4,-3.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2013-Q1,-3.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2013-Q2,-0.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2013-Q3,-1.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2013-Q4,-1.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2014-Q1,-1.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2014-Q2,-1.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2014-Q3,-1.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2014-Q4,-1.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2015-Q1,-2.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2015-Q2,0.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2015-Q3,0.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2015-Q4,-0.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2016-Q1,0.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2016-Q2,0.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2016-Q3,0.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2016-Q4,-1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2017-Q1,-0.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2017-Q2,0.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2017-Q3,-0.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2017-Q4,-0.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2018-Q1,0.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2018-Q2,0.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2018-Q3,-1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2018-Q4,-0.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2019-Q1,-0.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2019-Q2,1.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2019-Q3,-0.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2019-Q4,-0.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2020-Q1,1.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2020-Q2,3.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2020-Q3,-3.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2020-Q4,0.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2021-Q1,1.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2021-Q2,2.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2021-Q3,0.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2021-Q4,-0.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2022-Q1,1.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2022-Q2,1.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2022-Q3,-0.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2022-Q4,-0.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2023-Q1,-0.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2023-Q2,1.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2023-Q3,-0.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2023-Q4,-0.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2024-Q1,0.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2024-Q2,2.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2024-Q3,0.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Italy,2024-Q4,-0.1,p,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2006-Q2,1.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2006-Q3,8.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2006-Q4,10.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2007-Q1,9.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2007-Q2,6.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2007-Q3,6.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2007-Q4,1.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2008-Q1,0.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2008-Q2,2.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2008-Q3,-1.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2008-Q4,-10.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2009-Q1,-20.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2009-Q2,-6.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2009-Q3,-1.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2009-Q4,-1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2010-Q1,-4.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2010-Q2,3.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2010-Q3,-0.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2010-Q4,1.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2011-Q1,3.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2011-Q2,-0.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2011-Q3,0.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2011-Q4,0.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2012-Q1,-1.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2012-Q2,0.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2012-Q3,-1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2012-Q4,-0.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2013-Q1,1.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2013-Q2,2.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2013-Q3,-1.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2013-Q4,3.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2014-Q1,1.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2014-Q2,3.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2014-Q3,1.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2014-Q4,-2.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2015-Q1,0.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2015-Q2,3.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2015-Q3,1.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2015-Q4,-1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2016-Q1,1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2016-Q2,3.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2016-Q3,2.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2016-Q4,1.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2017-Q1,1.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2017-Q2,3.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2017-Q3,1.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2017-Q4,0.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2018-Q1,2.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2018-Q2,2.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2018-Q3,0.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2018-Q4,0.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2019-Q1,2.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2019-Q2,2.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2019-Q3,1.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2019-Q4,0.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2020-Q1,3.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2020-Q2,2.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2020-Q3,0.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2020-Q4,3.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2021-Q1,6.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2021-Q2,3.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2021-Q3,5.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2021-Q4,5.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2022-Q1,4.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2022-Q2,5.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2022-Q3,2.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2022-Q4,-0.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2023-Q1,1.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2023-Q2,2.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2023-Q3,1.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2023-Q4,1.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2024-Q1,3.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2024-Q2,2.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2024-Q3,1.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Lithuania,2024-Q4,2.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Luxembourg,2007-Q2,0.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Luxembourg,2007-Q3,4.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,Quarterly rate of change,Luxembourg,2007-Q4,-2.0,,
