DATAFLOW,LAST UPDATE,freq,purchase,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2010-Q1,96.33,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2010-Q2,99.89,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2010-Q3,101.64,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2010-Q4,102.14,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2011-Q1,101.66,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2011-Q2,105.33,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2011-Q3,107.17,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2011-Q4,107.54,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2012-Q1,109.34,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2012-Q2,109.49,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2012-Q3,113.65,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2012-Q4,114.17,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2013-Q1,113.83,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2013-Q2,118.88,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2013-Q3,118.83,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2013-Q4,117.35,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2014-Q1,118.97,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2014-Q2,121.96,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2014-Q3,122.42,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2014-Q4,122.98,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2015-Q1,127.58,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2015-Q2,128.64,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2015-Q3,129.77,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2015-Q4,128.52,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2016-Q1,132.28,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2016-Q2,136.25,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2016-Q3,137.86,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2016-Q4,138.70,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2017-Q1,141.39,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2017-Q2,144.66,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2017-Q3,146.40,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2017-Q4,145.47,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2018-Q1,149.28,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2018-Q2,153.52,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2018-Q3,155.14,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2018-Q4,156.35,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2019-Q1,157.57,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2019-Q2,162.75,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2019-Q3,164.81,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2019-Q4,166.14,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2020-Q1,170.18,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2020-Q2,172.92,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2020-Q3,179.23,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2020-Q4,178.87,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2021-Q1,188.14,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2021-Q2,196.71,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2021-Q3,201.73,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2021-Q4,206.42,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2022-Q1,216.52,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2022-Q2,223.26,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2022-Q3,227.52,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2022-Q4,217.81,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2023-Q1,215.58,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2023-Q2,214.13,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2023-Q3,212.07,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2023-Q4,207.28,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2024-Q1,204.23,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2024-Q2,211.26,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2024-Q3,211.55,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Austria,2024-Q4,209.57,p,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2005-Q1,72.31,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2005-Q2,74.46,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2005-Q3,78.01,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2005-Q4,79.97,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2006-Q1,81.55,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2006-Q2,83.90,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2006-Q3,86.99,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2006-Q4,87.70,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2007-Q1,89.80,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2007-Q2,91.91,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2007-Q3,94.06,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2007-Q4,94.70,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2008-Q1,95.55,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2008-Q2,96.83,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2008-Q3,98.87,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2008-Q4,97.69,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2009-Q1,96.45,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2009-Q2,95.70,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2009-Q3,98.48,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2009-Q4,97.78,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2010-Q1,98.12,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2010-Q2,99.01,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2010-Q3,101.64,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2010-Q4,101.24,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2011-Q1,101.90,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2011-Q2,102.70,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2011-Q3,104.95,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2011-Q4,104.47,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2012-Q1,105.31,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2012-Q2,105.48,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2012-Q3,106.91,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2012-Q4,106.55,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2013-Q1,106.63,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2013-Q2,106.75,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2013-Q3,108.27,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2013-Q4,106.74,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2014-Q1,106.43,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2014-Q2,106.39,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2014-Q3,107.64,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2014-Q4,108.03,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2015-Q1,106.68,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2015-Q2,107.64,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2015-Q3,109.87,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2015-Q4,109.47,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2016-Q1,108.65,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2016-Q2,109.63,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2016-Q3,112.07,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2016-Q4,112.48,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2017-Q1,112.83,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2017-Q2,113.09,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2017-Q3,116.40,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2017-Q4,115.51,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2018-Q1,116.49,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2018-Q2,117.09,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2018-Q3,119.05,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2018-Q4,119.19,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2019-Q1,120.32,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2019-Q2,121.26,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2019-Q3,124.43,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2019-Q4,124.49,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2020-Q1,124.38,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2020-Q2,126.27,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2020-Q3,129.39,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2020-Q4,131.28,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2021-Q1,132.55,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2021-Q2,135.57,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2021-Q3,138.80,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2021-Q4,139.18,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2022-Q1,141.12,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2022-Q2,143.09,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2022-Q3,146.87,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2022-Q4,145.40,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2023-Q1,146.72,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2023-Q2,146.18,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2023-Q3,147.84,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2023-Q4,149.38,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2024-Q1,149.82,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2024-Q2,149.77,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2024-Q3,152.60,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Belgium,2024-Q4,153.23,p,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2005-Q1,72.66,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2005-Q2,75.77,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2005-Q3,77.96,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2005-Q4,79.84,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2006-Q1,83.62,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2006-Q2,84.99,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2006-Q3,88.87,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2006-Q4,93.77,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2007-Q1,102.51,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2007-Q2,108.00,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2007-Q3,116.08,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2007-Q4,126.25,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2008-Q1,134.87,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2008-Q2,142.79,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2008-Q3,147.14,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2008-Q4,141.04,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2009-Q1,123.54,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2009-Q2,111.53,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2009-Q3,105.98,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2009-Q4,103.93,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2010-Q1,101.54,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2010-Q2,100.76,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2010-Q3,99.58,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2010-Q4,98.13,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2011-Q1,95.83,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2011-Q2,94.31,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of existing dwellings,"Quarterly index, 2010=100",Bulgaria,2011-Q3,93.51,,
