STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SE,Sweden,2024,,1.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2013,,-0.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2014,,2.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2015,,2.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2016,,3.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2017,,5.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2018,,4.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2019,,3.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2020,,-4.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2021,,8.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2022,,2.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2023,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SI,Slovenia,2024,,1.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2013,,0.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2014,,2.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2015,,5.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2016,,1.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2017,,2.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2018,,4.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2019,,2.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2020,,-2.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2021,,5.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2022,,0.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2023,,2.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,SK,Slovakia,2024,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2013,,8.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2014,,4.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2015,,6.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2016,,3.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2017,,7.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2018,,3.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2019,,0.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2020,,1.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2021,,11.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2022,,5.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2023,,5.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,TR,Türkiye,2024,,3.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UA,Ukraine,2013,,0.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UA,Ukraine,2014,,-6.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UA,Ukraine,2015,,-9.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UA,Ukraine,2016,,2.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UA,Ukraine,2017,,2.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UA,Ukraine,2018,,3.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UA,Ukraine,2019,,3.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UA,Ukraine,2020,,-3.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UA,Ukraine,2021,,3.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UA,Ukraine,2022,,-28.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UA,Ukraine,2023,,5.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UK,United Kingdom,2013,,2.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UK,United Kingdom,2014,,2.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UK,United Kingdom,2015,,2.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UK,United Kingdom,2016,,1.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UK,United Kingdom,2017,,1.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UK,United Kingdom,2018,,1.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,UK,United Kingdom,2019,,1.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2013,,5.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2014,,3.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2015,,5.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2016,,5.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2017,,4.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2018,,3.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2019,,4.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2020,,-5.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2021,,10.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2022,,4.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2023,,4.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,XK,Kosovo*,2024,,4.4,,p,provisional,,
