STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2016,,1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2017,,2.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2018,,1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2019,,1.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2020,,-6.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2021,,6.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2022,,3.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2023,,0.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2024,,0.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2013,,-0.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2014,,1.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2015,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2016,,1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2017,,2.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2018,,1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2019,,1.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2020,,-6.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2021,,6.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2022,,3.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2023,,0.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2024,,0.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2013,,1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2014,,3.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2015,,1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2016,,3.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2017,,5.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2018,,3.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2019,,3.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2020,,-2.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2021,,7.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2022,,0.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2023,,-3.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EE,Estonia,2024,,-0.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2013,,-2.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2014,,0.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2015,,-0.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2016,,0.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2017,,1.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2018,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2019,,2.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2020,,-9.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2021,,8.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2022,,5.7,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2023,,2.3,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EL,Greece,2024,,2.3,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2013,,-1.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2014,,1.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2015,,4.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2016,,2.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2017,,2.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2018,,2.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2019,,2.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2020,,-10.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2021,,6.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2022,,6.2,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2023,,2.7,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,ES,Spain,2024,,3.2,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2013,,0.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2014,,1.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2015,,2.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2016,,1.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2017,,2.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2018,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2019,,1.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2020,,-5.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2021,,6.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2022,,3.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2023,,0.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2024,,1.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2013,,-1.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2014,,-0.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2015,,0.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2016,,2.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2017,,3.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2018,,1.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2019,,1.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2020,,-2.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2021,,2.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2022,,0.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2023,,-0.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FI,Finland,2024,,-0.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2013,,0.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2014,,1.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2015,,1.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2016,,0.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2017,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2018,,1.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2019,,2.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2020,,-7.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2021,,6.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2022,,2.6,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2023,,0.9,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,FR,France,2024,,1.2,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2013,,-0.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2014,,-0.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2015,,2.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2016,,3.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2017,,3.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2018,,2.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2019,,3.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2020,,-8.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2021,,12.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2022,,7.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2023,,3.3,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HR,Croatia,2024,,3.9,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2013,,2.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2014,,4.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2015,,3.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2016,,2.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2017,,4.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2018,,5.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2019,,5.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2020,,-4.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2021,,7.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2022,,4.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2023,,-0.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,HU,Hungary,2024,,0.5,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2013,,2.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2014,,9.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2015,,24.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2016,,1.2,,,,,
