citizen,age,Age class,Sex,ISO2,Country,year,count,ISO3,region,sub-region,non_eu_portion
TOTAL,TOTAL,Total,Total,NL,Netherlands,2022,17590672,NLD,Europe,Western Europe,
TOTAL,TOTAL,Total,Total,NL,Netherlands,2023,17811291,NLD,Europe,Western Europe,
TOTAL,TOTAL,Total,Total,NL,Netherlands,2024,17942942,NLD,Europe,Western Europe,
TOTAL,TOTAL,Total,Total,NO,Norway,2014,5109056,NOR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,NO,Norway,2015,5165802,NOR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,NO,Norway,2016,5213985,NOR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,NO,Norway,2017,5258317,NOR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,NO,Norway,2018,5295619,NOR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,NO,Norway,2019,5328212,NOR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,NO,Norway,2020,5367580,NOR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,NO,Norway,2021,5391369,NOR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,NO,Norway,2022,5425270,NOR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,NO,Norway,2023,5488984,NOR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,NO,Norway,2024,5550217,NOR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,PL,Poland,2014,38017856,POL,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,PL,Poland,2015,38005614,POL,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,PL,Poland,2016,37967209,POL,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,PL,Poland,2017,37972964,POL,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,PL,Poland,2018,37976687,POL,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,PL,Poland,2019,37972812,POL,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,PL,Poland,2020,37958138,POL,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,PL,Poland,2021,37073357,POL,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,PL,Poland,2022,36889761,POL,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,PL,Poland,2023,36753736,POL,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,PL,Poland,2024,36620970,POL,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,PT,Portugal,2014,10444092,PRT,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,PT,Portugal,2015,10395121,PRT,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,PT,Portugal,2016,10368554,PRT,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,PT,Portugal,2017,10344478,PRT,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,PT,Portugal,2018,10335770,PRT,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,PT,Portugal,2019,10333496,PRT,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,PT,Portugal,2020,10375395,PRT,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,PT,Portugal,2021,10394297,PRT,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,PT,Portugal,2022,10421117,PRT,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,PT,Portugal,2023,10516621,PRT,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,PT,Portugal,2024,10639726,PRT,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,RO,Romania,2014,19947311,ROU,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,RO,Romania,2015,19870647,ROU,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,RO,Romania,2016,19760585,ROU,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,RO,Romania,2017,19643949,ROU,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,RO,Romania,2018,19533481,ROU,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,RO,Romania,2019,19414458,ROU,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,RO,Romania,2020,19328838,ROU,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,RO,Romania,2021,19201662,ROU,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,RO,Romania,2023,19054548,ROU,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,RO,Romania,2024,19067576,ROU,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,RS,Serbia,2022,6797105,SRB,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,RS,Serbia,2024,6605168,SRB,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SE,Sweden,2014,9644864,SWE,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,SE,Sweden,2015,9747355,SWE,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,SE,Sweden,2016,9851017,SWE,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,SE,Sweden,2017,9995153,SWE,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,SE,Sweden,2018,10120242,SWE,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,SE,Sweden,2019,10230185,SWE,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,SE,Sweden,2020,10327589,SWE,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,SE,Sweden,2021,10379295,SWE,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,SE,Sweden,2022,10452326,SWE,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,SE,Sweden,2023,10521556,SWE,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,SE,Sweden,2024,10551707,SWE,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,SI,Slovenia,2014,2061085,SVN,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SI,Slovenia,2015,2062874,SVN,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SI,Slovenia,2016,2064188,SVN,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SI,Slovenia,2017,2065895,SVN,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SI,Slovenia,2018,2066880,SVN,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SI,Slovenia,2019,2080908,SVN,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SI,Slovenia,2020,2095861,SVN,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SI,Slovenia,2021,2108977,SVN,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SI,Slovenia,2022,2107180,SVN,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SI,Slovenia,2023,2116972,SVN,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SI,Slovenia,2024,2123949,SVN,Europe,Southern Europe,
TOTAL,TOTAL,Total,Total,SK,Slovakia,2014,5415949,SVK,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,SK,Slovakia,2015,5421349,SVK,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,SK,Slovakia,2016,5426252,SVK,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,SK,Slovakia,2017,5435343,SVK,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,SK,Slovakia,2018,5443120,SVK,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,SK,Slovakia,2019,5450421,SVK,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,SK,Slovakia,2020,5457873,SVK,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,SK,Slovakia,2021,5459781,SVK,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,SK,Slovakia,2022,5434712,SVK,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,SK,Slovakia,2023,5428792,SVK,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,SK,Slovakia,2024,5424687,SVK,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,TR,Türkiye,2014,76667864,TUR,Asia,Western Asia,
TOTAL,TOTAL,Total,Total,TR,Türkiye,2015,77695904,TUR,Asia,Western Asia,
TOTAL,TOTAL,Total,Total,TR,Türkiye,2016,78741053,TUR,Asia,Western Asia,
TOTAL,TOTAL,Total,Total,TR,Türkiye,2017,79814871,TUR,Asia,Western Asia,
TOTAL,TOTAL,Total,Total,TR,Türkiye,2018,80810525,TUR,Asia,Western Asia,
TOTAL,TOTAL,Total,Total,TR,Türkiye,2019,82003882,TUR,Asia,Western Asia,
TOTAL,TOTAL,Total,Total,TR,Türkiye,2020,83154997,TUR,Asia,Western Asia,
TOTAL,TOTAL,Total,Total,TR,Türkiye,2023,85279553,TUR,Asia,Western Asia,
TOTAL,TOTAL,Total,Total,TR,Türkiye,2024,85372377,TUR,Asia,Western Asia,
TOTAL,TOTAL,Total,Total,UA,Ukraine,2021,41418717,UKR,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,UA,Ukraine,2022,40997698,UKR,Europe,Eastern Europe,
TOTAL,TOTAL,Total,Total,UK,United Kingdom,2014,64351203,GBR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,UK,United Kingdom,2015,64853393,GBR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,UK,United Kingdom,2016,65379044,GBR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,UK,United Kingdom,2017,65844142,GBR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,UK,United Kingdom,2018,66273576,GBR,Europe,Northern Europe,
TOTAL,TOTAL,Total,Total,UK,United Kingdom,2019,66647112,GBR,Europe,Northern Europe,
